stability_score,average_monthly_income,income_variance,debt_to_income_ratio,min_income,max_income,loan_amount,loan_term_months,employment_type_encoded,months_of_data,loan_to_income_ratio,stability_anomaly,outcome
71.78,2220.19,392644.16,8.05,655.36,2925.61,3871,24,3,11,0.15,0,2
69.7,2346.97,505809.18,44.1,675.07,3464.55,32080,36,3,12,1.14,0,1
64.7,2375.11,702857.28,25.05,721.92,3122.3,28001,60,3,6,0.98,0,2
71.06,2643.85,585349.46,37.34,1858.45,3894.8,11228,12,3,6,0.35,0,2
24.77,2331.93,3077691.61,15.34,300.0,5356.15,7379,24,1,7,0.26,0,1
42.73,2295.48,1728111.32,16.71,1117.37,4133.73,13782,48,1,4,0.5,0,1
54.39,2945.84,1805349.71,54.52,743.87,4343.15,17794,12,1,5,0.5,0,1
16.75,1714.03,2036169.4,16.63,281.99,3403.31,10430,48,1,5,0.51,0,0
17.22,2626.75,4728557.31,13.05,693.64,6609.07,7070,24,1,6,0.22,0,0
31.42,2972.12,4154475.13,39.77,651.63,6512.06,35083,36,2,9,0.98,0,0
65.31,3500.9,1474625.11,33.71,687.88,5018.91,35022,36,2,11,0.83,0,2
28.65,2275.45,2636020.21,22.02,426.67,3893.41,10332,24,1,5,0.38,0,1
67.63,2904.24,883941.58,65.91,1811.44,4350.82,21207,12,1,9,0.61,0,1
44.11,4282.69,5730286.26,18.4,1935.28,8752.71,8824,12,2,9,0.17,0,1
2.32,1538.08,2257165.61,30.36,300.0,3209.52,5174,12,1,3,0.28,0,0
47.16,2974.3,2469525.41,22.67,309.64,5252.52,14182,24,2,9,0.4,0,1
65.3,2201.12,583350.81,34.33,1388.19,3580.86,29790,48,3,7,1.13,0,2
25.07,2593.83,3777043.41,19.02,359.65,3893.59,18386,48,2,3,0.59,0,1
94.22,4979.96,82735.91,18.22,4413.49,5519.35,10486,12,4,12,0.18,0,2
17.82,2277.51,3503353.48,31.42,300.0,5352.99,26672,48,2,6,0.98,0,0
81.35,2516.95,220347.31,9.33,2193.9,3055.4,11054,60,3,3,0.37,0,2
35.44,3597.57,5393966.84,21.59,416.12,7787.08,34142,60,2,10,0.79,0,1
47.5,2594.28,1854678.68,6.23,512.03,5477.16,4666,36,1,12,0.15,0,1
0.0,3622.36,20684555.03,4.67,853.34,8871.32,6189,48,1,3,0.14,0,0
27.25,2892.57,4428226.6,7.09,757.4,6615.22,7506,48,1,10,0.22,0,1
52.92,4459.57,4407406.35,11.96,983.95,7222.81,19883,48,2,6,0.37,0,2
63.92,3776.54,1856533.73,6.46,1983.62,5249.7,7238,36,2,6,0.16,0,2
3.06,1688.97,2680916.59,19.14,252.61,4029.06,9325,36,1,6,0.46,0,0
18.18,2019.88,2731236.58,3.53,359.49,5833.89,2055,36,1,12,0.08,0,0
39.36,2575.66,2439136.27,9.07,599.21,4586.63,6741,36,1,8,0.22,0,1
34.29,3447.66,5132023.11,10.84,853.12,8158.24,11091,36,2,11,0.27,0,1
90.25,3149.05,94303.59,11.87,2859.75,3471.27,14732,48,3,3,0.39,0,2
70.02,2612.46,613286.77,37.77,1769.86,3318.03,38909,48,3,3,1.24,0,1
27.17,2586.1,3547089.67,4.0,394.05,5160.6,4353,60,1,9,0.14,0,1
62.49,3834.36,2068795.25,8.15,635.57,5447.8,13727,60,2,10,0.3,0,2
81.64,2289.22,176741.79,62.47,1912.76,3240.23,30991,24,3,9,1.13,0,1
59.15,2858.78,1363652.72,9.83,1002.41,4426.3,3113,12,1,6,0.09,0,2
95.32,4978.21,54249.12,34.16,4475.93,5357.99,55082,36,4,10,0.92,0,2
40.6,1910.68,1288056.99,116.83,238.1,3956.2,24732,12,1,7,1.08,0,0
22.2,1815.25,1994526.24,75.58,300.0,3855.63,15281,12,1,5,0.7,0,0
0.0,1929.83,8698607.24,40.93,277.29,6349.72,8798,12,1,4,0.38,0,0
62.91,2040.74,572852.46,9.12,1179.25,2868.26,8755,60,3,5,0.36,0,2
40.79,3227.55,3652264.13,44.13,767.48,5324.52,15862,12,1,5,0.41,0,0
78.02,2254.92,245623.88,50.29,1415.78,3317.94,35141,36,3,12,1.3,0,1
0.0,2121.93,6245482.86,9.96,352.51,8143.99,9079,60,1,11,0.36,0,0
55.6,2060.65,836949.47,41.18,562.16,3510.71,39938,60,3,8,1.62,0,1
93.28,4876.17,107442.68,103.48,4346.61,5405.3,58317,12,4,11,1.0,0,0
93.12,4892.22,113394.9,46.71,4432.17,5219.92,74006,36,4,5,1.26,0,1
43.85,3081.87,2994261.45,15.33,228.78,5570.48,20763,60,2,11,0.56,0,1
61.33,3986.8,2376626.46,43.71,2223.02,5077.11,36657,24,2,3,0.77,0,1
21.46,1383.68,1180982.25,93.66,300.0,2473.43,27258,24,2,3,1.64,0,0
47.7,2708.04,2005800.51,15.25,383.4,4245.86,17357,60,1,8,0.53,0,1
24.95,1332.46,1000100.02,55.02,306.85,2265.11,8208,12,2,4,0.51,0,0
18.16,2178.85,3179791.21,2.95,208.34,5367.97,2350,48,1,10,0.09,0,0
49.02,2453.66,1564917.02,34.88,469.19,4115.29,37610,60,2,6,1.28,0,1
47.42,3957.97,4331301.22,31.21,1070.41,6682.7,36664,36,2,5,0.77,0,1
64.29,2343.17,700095.53,14.77,477.83,3522.76,10724,36,3,11,0.38,0,2
5.11,1971.0,3498009.65,6.73,300.0,5180.37,3884,36,1,10,0.16,0,0
95.99,5116.68,42084.65,33.06,4902.0,5454.63,37785,24,4,5,0.62,0,2
54.56,3852.53,3065191.11,22.1,2599.64,6446.13,31742,48,2,4,0.69,0,2
39.89,2370.66,2030487.52,20.99,436.73,3675.9,15423,36,3,4,0.54,0,1
76.4,2413.46,324337.43,74.38,1069.42,3112.97,20419,12,3,10,0.71,0,0
0.0,1974.18,5403293.98,25.58,406.47,5923.99,5595,12,1,5,0.24,0,0
25.99,2351.09,3027437.37,18.87,448.63,3861.72,16232,48,1,3,0.58,0,1
67.29,2291.56,561942.27,12.05,980.94,3459.68,12993,60,3,12,0.47,0,2
62.87,2232.45,687100.46,26.35,319.79,3217.32,12746,24,3,12,0.48,0,2
37.55,2334.02,2124352.78,4.09,266.03,4738.09,4010,60,1,10,0.14,0,0
30.84,3427.86,5619700.48,14.18,208.2,8001.62,21360,60,2,10,0.52,0,0
50.11,4268.58,4535880.9,20.07,491.89,7164.57,37659,60,2,12,0.74,0,2
46.75,2499.91,1772065.83,4.24,623.61,3758.02,4453,60,1,4,0.15,0,1
30.41,2375.7,2733152.65,6.94,530.3,4550.23,3435,24,1,5,0.12,0,1
28.94,3112.1,4891027.29,92.96,451.4,5457.88,32391,12,2,8,0.87,0,0
81.65,2127.67,152367.36,35.39,1325.6,2663.87,35442,60,3,9,1.39,0,2
56.8,2413.83,1087175.87,15.2,342.93,3640.16,17274,60,3,12,0.6,0,2
95.4,4996.8,52877.95,37.1,4773.84,5337.48,41406,24,4,5,0.69,0,2
79.82,3352.58,457880.02,2.08,2446.66,3917.99,2045,36,1,4,0.05,0,2
52.6,2945.9,1950045.57,5.92,413.29,4940.63,6378,48,1,7,0.18,0,1
69.42,3834.67,1374799.25,22.68,2818.56,5117.6,38218,60,2,3,0.83,0,2
33.37,2972.09,3921616.17,62.55,300.0,6679.72,39102,24,2,12,1.1,0,0
48.23,2350.29,1480424.77,13.9,297.75,3529.54,15377,60,3,5,0.55,0,1
21.16,1738.12,1877734.6,42.35,208.13,4097.24,8155,12,1,12,0.39,0,0
48.7,4103.25,4430136.92,8.45,1685.76,7252.48,3884,12,2,5,0.08,0,2
51.43,2138.1,1078536.61,34.27,800.18,3315.51,34485,60,3,5,1.34,0,1
0.0,2128.82,7072372.7,24.66,378.04,6136.36,22561,60,1,7,0.88,0,0
82.51,2575.14,202810.47,10.21,1974.49,3176.94,10366,48,3,9,0.34,0,2
93.42,4933.72,105333.36,22.51,4480.92,5413.54,24805,24,4,12,0.42,0,2
44.47,5626.99,9765136.82,2.65,2345.99,8583.8,3142,24,2,4,0.05,0,1
19.11,1738.49,1977758.24,7.81,393.83,3069.43,5708,60,1,4,0.27,0,0
55.46,3137.74,1953043.24,30.26,1687.53,5921.27,35388,48,2,8,0.94,0,1
11.01,1969.39,3071664.6,23.22,300.0,5510.29,19653,60,1,10,0.83,0,0
95.44,5050.82,52999.12,37.07,4776.45,5513.31,78187,48,4,8,1.29,0,2
73.48,2482.03,433352.17,56.88,1248.52,3639.24,30595,24,3,11,1.03,0,1
0.0,1678.72,2932566.58,24.43,246.24,3900.99,17624,60,1,4,0.87,0,0
32.11,2774.74,3548257.0,8.0,300.0,5383.23,7977,48,1,5,0.24,0,1
48.18,2435.73,1592852.17,5.35,300.0,3744.55,3865,36,2,10,0.13,0,1
46.74,2982.2,2522341.15,40.55,315.71,6041.65,35890,36,2,12,1.0,0,1
10.14,1907.19,2936948.87,6.49,263.88,5781.94,4529,48,1,12,0.2,0,0
59.39,2060.57,700060.89,5.82,255.93,3011.92,3719,36,3,12,0.15,0,2
34.97,2532.89,2712687.53,11.48,364.93,5632.66,8385,36,1,11,0.28,0,1
95.76,4972.72,44370.99,23.53,4630.24,5209.39,26131,24,4,7,0.44,0,2
78.49,3026.39,423579.58,25.19,2417.15,3758.93,35874,60,3,5,0.99,0,2
59.15,1966.59,645415.8,36.2,627.66,2678.48,22060,36,3,8,0.93,0,1
24.07,1815.25,1899900.91,25.68,256.47,4020.25,5191,12,1,10,0.24,0,0
37.73,3566.61,4932054.59,17.02,300.0,6854.54,17507,36,1,7,0.41,0,1
39.78,3014.36,3295287.88,22.5,300.0,6095.5,29806,60,2,9,0.82,0,1
94.59,4951.7,71821.51,11.28,4497.66,5408.64,12478,24,4,12,0.21,0,2
0.0,1986.38,4102434.95,25.2,265.01,5888.82,5575,12,1,10,0.23,0,0
0.0,1096.84,2165269.28,76.16,300.0,3716.69,17399,24,1,5,1.32,0,0
13.7,3002.16,6712879.42,53.88,241.56,8769.09,34025,24,2,9,0.94,0,0
23.93,1827.21,1932050.0,17.1,300.0,4665.11,9015,36,1,11,0.41,0,1
46.18,1410.79,576606.28,41.66,300.0,2297.8,24704,60,1,8,1.46,0,0
74.09,3011.74,609103.72,11.46,2356.03,3874.98,12863,48,2,3,0.36,0,2
18.77,1919.47,2431152.16,89.63,373.3,4706.6,19062,12,1,7,0.83,0,0
63.43,2306.92,711632.56,77.59,1057.8,3503.36,38788,24,3,9,1.4,0,0
32.93,2918.35,3830934.29,10.27,300.0,5446.73,11175,48,2,11,0.32,0,1
24.6,2437.68,3377962.77,22.18,300.0,5120.29,19785,48,1,5,0.68,0,1
0.0,951.89,1314205.54,45.95,209.86,2647.73,4871,12,1,4,0.43,0,0
39.77,3594.5,4687643.09,17.3,1197.25,6342.7,22759,48,1,4,0.53,0,1
73.95,2384.79,385973.76,29.22,1375.94,2978.71,32794,60,3,6,1.15,0,2
44.06,2646.94,2192838.15,2.95,300.0,4678.43,2249,36,1,9,0.07,0,1
95.4,4864.05,50165.49,7.77,4709.99,5120.98,8440,24,4,3,0.14,0,2
21.25,3195.76,6334345.61,19.5,300.0,6346.88,12980,24,1,8,0.34,0,1
72.08,2375.45,439824.07,15.36,1499.94,3199.55,14384,48,3,9,0.5,0,2
40.17,3030.79,3287609.13,14.92,429.44,5044.65,13423,36,2,11,0.37,0,1
31.26,4222.14,8423320.8,21.07,1024.08,7289.54,18710,24,2,5,0.37,0,1
79.15,4820.53,1010005.82,38.95,3726.62,5702.94,21020,12,2,3,0.36,0,2
0.0,1824.62,4879269.55,8.44,246.43,4951.43,5635,48,1,4,0.26,0,0
7.16,2282.84,4492263.42,111.94,244.15,4734.54,28611,12,2,6,1.04,0,0
12.8,2389.89,4343097.34,11.45,307.21,5279.96,7891,36,1,5,0.28,0,0
14.56,2493.96,4540336.89,20.66,283.14,5787.06,21660,60,1,12,0.72,0,0
85.72,2366.44,114236.04,23.2,2021.73,2760.96,25842,60,3,4,0.91,0,2
48.82,2438.65,1557500.98,20.27,675.89,3606.65,10195,24,1,6,0.35,0,1
73.77,2329.03,373147.58,38.08,1769.56,3191.59,34970,48,3,6,1.25,0,1
22.06,1784.43,1934243.52,39.99,300.35,4055.73,20584,36,1,6,0.96,0,0
0.0,1477.85,3097381.99,91.44,300.0,5280.14,15051,12,1,8,0.85,0,0
82.57,2787.82,236147.09,39.85,1983.21,3807.14,24073,24,3,10,0.72,0,2
3.36,2241.61,4692896.08,19.2,210.7,6538.28,12413,36,1,9,0.46,0,0
54.94,533.4,57759.93,109.77,300.0,780.11,17131,36,1,3,2.68,0,0
0.0,1141.57,1307059.15,17.75,300.0,2443.19,7551,48,2,3,0.55,0,0
18.88,2225.85,3260365.37,8.41,379.07,5052.58,8227,60,2,9,0.31,0,0
99.55,5259.16,549.5,56.53,5245.19,5286.23,34362,12,4,3,0.54,0,2
54.2,3568.48,2671192.28,19.16,2175.34,6103.02,7576,12,1,6,0.18,0,2
94.82,5165.81,71538.83,17.83,4741.69,5450.08,10646,12,4,7,0.17,0,2
77.84,2865.17,403194.78,101.85,1998.59,4085.21,33192,12,3,12,0.97,0,0
23.01,2923.51,5066057.47,54.38,207.88,6573.19,17800,12,2,10,0.51,0,0
19.38,2451.03,3904536.36,66.21,795.15,5122.96,17979,12,1,6,0.61,0,0
71.84,3174.2,799224.4,52.69,2300.44,4631.94,18531,12,1,5,0.49,0,1
0.0,1324.07,2209583.49,54.8,266.12,3528.51,15113,24,1,6,0.95,0,0
96.13,4972.23,36991.04,18.33,4657.0,5223.61,29514,36,4,10,0.49,0,2
93.46,5009.34,107473.46,25.1,4659.97,5701.35,40728,36,4,10,0.68,0,2
94.76,4896.33,65873.26,17.88,4620.42,5246.71,19559,24,4,6,0.33,0,2
41.54,2822.94,2723268.65,14.37,640.35,6060.67,14842,48,1,9,0.44,0,1
92.48,5042.04,143858.79,27.87,4563.48,5449.43,70960,60,4,5,1.17,0,2
92.49,5062.64,144502.02,18.03,4655.85,5560.58,29555,36,4,5,0.49,0,2
86.75,2548.43,113996.84,14.57,2157.29,3073.48,8044,24,3,7,0.26,0,2
97.55,5043.43,15237.62,2.86,4933.97,5177.22,7279,60,4,3,0.12,0,2
3.39,2707.67,6843540.43,22.56,300.0,6784.38,6803,12,1,5,0.21,0,0
42.3,2134.6,1517208.03,18.17,411.58,3886.89,13937,48,1,7,0.54,0,1
92.44,4928.79,138765.5,128.27,4530.61,5473.83,73066,12,4,7,1.24,0,0
64.84,2708.81,906992.74,29.19,1474.0,4503.92,8760,12,1,8,0.27,0,1
34.4,3119.36,4187119.41,11.72,579.68,6182.8,10693,36,1,5,0.29,0,1
93.53,5072.97,107869.86,44.53,4481.25,5585.88,73167,36,4,12,1.2,0,2
18.83,1927.38,2447805.75,97.63,224.57,5223.57,39578,24,2,12,1.71,0,0
25.05,3412.69,6542470.45,18.63,639.83,7583.82,7080,12,1,11,0.17,0,1
46.28,2017.28,1174307.8,55.06,545.52,3522.0,23364,24,2,7,0.97,0,0
41.97,3750.19,4736628.22,10.81,540.0,6759.75,11865,36,1,6,0.26,0,1
64.14,2178.31,610061.86,47.34,660.06,3081.62,31960,36,3,11,1.22,0,1
56.95,3450.14,2205977.04,35.71,1809.37,5898.59,36567,36,2,6,0.88,0,1
12.36,1890.71,2745431.1,21.6,232.82,3546.68,17165,60,1,3,0.76,0,0
92.52,5093.91,145328.57,10.77,4491.72,5791.36,17766,36,4,8,0.29,0,2
0.0,1924.17,5204488.39,29.0,300.0,5779.53,20417,48,1,5,0.88,0,0
24.52,2060.86,2419870.31,57.73,200.02,4924.62,24537,24,1,12,0.99,0,0
38.21,2945.42,3312434.22,20.48,645.0,4937.54,22078,48,1,7,0.62,0,1
52.63,2744.68,1690541.34,17.52,836.17,4820.43,17602,48,1,6,0.53,0,2
95.22,5065.76,58567.03,28.19,4687.94,5434.65,59643,48,4,10,0.98,0,2
53.95,3851.44,3145479.17,23.45,1356.35,6140.21,33664,48,2,5,0.73,0,2
28.42,2684.14,3691817.94,24.24,300.0,5529.84,28599,60,2,11,0.89,0,1
48.99,2918.37,2215752.73,14.23,394.45,4618.19,17458,60,1,9,0.5,0,1
17.97,3198.33,6882994.58,9.8,263.73,6287.05,3472,12,1,4,0.09,0,0
26.4,2348.18,2986699.05,19.79,350.29,4759.11,9586,24,1,8,0.34,0,1
53.76,3512.19,2637740.66,6.67,957.09,6005.67,4930,24,2,12,0.12,0,2
87.99,2358.15,80159.21,17.1,1944.47,2583.42,4588,12,3,4,0.16,0,2
37.24,2783.92,3052869.97,64.55,769.37,6969.95,19910,12,1,12,0.6,0,0
91.55,5014.05,179350.34,29.15,4405.41,5643.75,61034,48,4,10,1.01,0,2
30.94,1773.25,1499810.29,54.32,300.0,3056.6,28586,36,2,7,1.34,0,0
94.29,5131.6,85713.0,7.54,4568.48,5617.34,19532,60,4,11,0.32,0,2
94.43,5048.84,79037.91,119.44,4573.33,5380.39,69691,12,4,6,1.15,0,0
93.81,4843.07,89829.8,6.36,4417.44,5242.78,15563,60,4,9,0.27,0,2
70.46,2455.27,526071.75,23.73,1639.72,3028.04,6627,12,3,3,0.22,0,2
32.7,2155.77,2105019.65,25.95,659.41,3556.41,20104,48,1,3,0.78,0,1
49.9,2668.47,1787173.48,22.03,300.0,4805.45,6514,12,1,11,0.2,0,1
20.21,2538.45,4102692.11,12.38,233.99,5951.76,3500,12,1,12,0.11,0,0
90.93,4864.76,194787.27,70.18,4214.56,5450.25,76256,24,4,7,1.31,0,0
22.77,1919.56,2197980.06,58.57,309.33,4010.67,23418,24,1,7,1.02,0,0
9.33,2425.56,4836747.15,32.03,300.0,5123.11,16340,24,2,4,0.56,0,0
93.62,4903.97,97777.64,41.65,4324.16,5291.05,23607,12,4,8,0.4,0,2
16.48,1586.02,1754652.93,27.13,323.44,4293.96,4768,12,1,7,0.25,0,0
40.69,2023.03,1439639.92,6.36,635.47,4013.67,3712,36,1,11,0.15,0,1
77.43,2329.72,276424.07,5.7,1804.85,2856.36,5578,60,1,3,0.2,0,2
25.9,2513.19,3467945.32,14.71,300.0,5074.36,15888,60,1,10,0.53,0,1
19.8,4007.19,10328950.01,11.0,364.56,7997.17,19379,60,2,4,0.4,0,0
26.51,2721.0,3998983.33,12.5,205.32,5877.79,3808,12,2,12,0.12,0,0
0.0,2101.13,4870962.22,5.33,268.67,5363.78,4098,48,1,8,0.16,0,0
22.11,2640.23,4228606.12,2.97,300.0,5454.55,3374,60,1,8,0.11,0,1
30.24,3748.6,6837848.76,32.24,466.29,6102.49,13459,12,1,6,0.3,0,1
39.61,1853.17,1252306.73,34.59,395.92,3018.14,23033,48,1,4,1.04,0,0
25.37,2281.63,2899728.04,26.47,300.0,5338.52,17423,36,1,8,0.64,0,0
54.46,3618.31,2715182.6,17.61,657.57,6080.88,13273,24,1,12,0.31,0,2
41.75,3024.33,3103761.95,57.28,1098.09,4640.6,19293,12,1,4,0.53,0,0
70.56,2255.32,440847.85,45.43,895.26,3194.1,22206,24,3,12,0.82,0,1
94.29,5013.41,81834.15,27.04,4579.14,5420.6,68459,60,4,8,1.14,0,2
9.53,2490.89,5078149.97,29.97,445.1,5943.17,21842,36,1,5,0.73,0,0
85.55,2919.54,177999.37,98.64,2383.94,3385.07,32757,12,3,5,0.93,0,0
92.34,5022.69,147874.84,4.51,4603.73,5642.9,9466,48,4,5,0.16,0,2
29.37,2011.94,2019264.04,32.8,300.0,4534.01,13611,24,1,9,0.56,0,0
44.31,3642.34,4114251.62,21.95,721.79,6369.52,29796,48,2,10,0.68,0,1
92.51,4917.33,135710.07,26.04,4447.92,5522.28,53480,48,4,12,0.91,0,2
43.69,2503.07,1986897.28,13.98,688.39,4243.75,12577,48,1,7,0.42,0,2
0.0,2179.71,6111968.36,50.67,300.0,7730.82,12301,12,1,12,0.47,0,0
93.94,4955.87,90287.64,68.21,4385.15,5436.63,75505,24,4,11,1.27,0,1
94.47,4896.78,73224.01,30.15,4606.35,5539.0,61657,48,4,10,1.05,0,2
43.63,3414.05,3703158.01,8.84,1043.38,6596.96,11047,48,1,8,0.27,0,1
10.74,2799.1,6242468.57,6.85,282.12,6633.51,8238,60,1,8,0.25,0,0
55.79,2006.81,786997.7,19.29,240.36,3018.55,15262,48,3,10,0.63,0,2
75.73,3332.32,654295.89,18.46,1801.46,4204.08,22099,48,1,7,0.55,0,2
73.56,3267.22,746454.18,28.84,1884.94,4787.31,35127,48,2,10,0.9,0,2
23.72,1744.73,1771117.84,12.4,300.0,3509.72,7773,48,1,4,0.37,0,1
78.84,2553.08,291716.76,29.18,1822.09,3214.65,35058,60,3,10,1.14,0,2
21.84,1830.89,2047711.31,24.22,468.58,4993.38,15932,48,1,10,0.73,0,1
21.22,3158.89,6192281.67,4.59,229.53,5868.62,6234,60,1,8,0.16,0,0
70.48,2613.96,595461.29,67.24,1004.31,3546.75,38092,24,3,8,1.21,0,1
8.71,3024.81,7625693.59,7.26,369.85,6567.85,2446,12,1,6,0.07,0,0
95.76,5025.96,45321.35,64.41,4734.84,5243.51,37415,12,4,6,0.62,0,2
0.0,2874.99,15802391.62,24.9,420.91,8783.73,8015,12,2,4,0.23,0,0
12.58,1703.24,2216943.23,36.77,300.0,4788.47,6975,12,1,12,0.34,0,0
92.68,4767.73,121887.88,24.2,4284.53,5109.73,58258,60,4,6,1.02,0,2
10.66,2333.08,4344344.8,77.02,386.37,5896.33,19910,12,1,8,0.71,0,0
72.22,2707.93,565972.24,62.92,1225.6,3781.35,19381,12,3,10,0.6,0,1
76.52,1603.47,141741.4,31.89,1169.45,1841.87,24066,60,3,3,1.25,0,2
87.61,2723.57,113844.4,27.33,2247.28,3221.16,35029,60,3,11,1.07,0,2
77.61,2399.99,288840.24,12.06,1840.65,2912.46,13622,60,3,3,0.47,0,2
95.04,4982.89,61075.29,29.12,4817.82,5267.02,60598,48,4,3,1.01,0,2
34.1,3872.52,6512255.07,34.98,300.0,6345.74,15087,12,1,9,0.32,0,1
77.81,2241.64,247459.69,76.76,1639.76,2917.1,37291,24,3,7,1.39,0,0
48.92,1587.19,657298.29,59.71,449.78,2607.12,37365,48,3,5,1.96,0,0
66.58,2593.09,750928.09,7.5,1611.31,3695.22,9150,60,3,6,0.29,0,2
81.82,2329.52,179401.21,7.77,1602.68,2949.57,3925,24,3,8,0.14,0,2
8.46,1608.22,2167175.11,6.57,638.39,3771.94,4538,60,1,6,0.24,0,0
22.82,3168.56,5980821.86,15.2,313.13,7894.2,21169,60,2,12,0.56,0,1
15.35,2302.64,3798977.05,28.75,300.0,6594.89,23785,48,1,9,0.86,0,0
42.0,3335.6,3743359.52,7.63,1348.33,6387.09,7443,36,1,6,0.19,0,2
28.65,3120.8,4958528.15,25.59,424.52,6866.72,23367,36,1,9,0.62,0,0
94.62,4851.23,68194.45,40.06,4595.02,5199.99,62944,36,4,6,1.08,0,2
94.51,4890.61,72182.61,72.16,4511.81,5541.67,40786,12,4,12,0.69,0,0
12.34,2604.5,5212326.29,8.22,421.72,8093.58,7694,48,1,10,0.25,0,0
95.27,4735.86,50274.51,115.31,4557.65,4987.61,63114,12,4,3,1.11,0,0
75.65,2341.78,325270.08,5.64,1234.1,3303.6,4092,36,3,12,0.15,0,2
90.92,5086.59,213514.13,62.26,4614.2,5768.15,70735,24,4,6,1.16,0,2
88.76,2419.0,73895.17,31.2,2121.49,2654.42,23392,36,3,3,0.81,0,2
94.49,4871.61,72054.68,116.67,4390.29,5263.69,65687,12,4,12,1.12,0,0
77.2,2523.34,331000.83,28.39,1719.33,3367.94,15523,24,3,7,0.51,0,2
3.57,2801.32,7296512.91,17.57,300.0,5449.66,14607,36,2,6,0.43,0,0
73.45,2300.46,373038.42,56.72,1700.53,2921.52,28275,24,3,3,1.02,0,1
2.94,2327.24,5102149.15,24.03,342.29,6750.96,16595,36,2,7,0.59,0,0
93.32,5308.46,125814.32,61.37,5029.15,5800.07,72768,24,4,4,1.14,0,1
27.61,2052.9,2208745.11,54.95,452.84,3390.15,12563,12,1,3,0.51,0,0
41.84,3352.14,3801291.5,13.57,685.53,6941.61,9567,24,2,8,0.24,0,1
27.54,2748.96,3967811.42,12.59,300.0,5140.38,9981,36,1,10,0.3,0,1
0.0,2028.61,4836595.28,94.86,299.83,7182.19,21433,12,1,9,0.88,0,0
98.8,5267.74,3996.22,38.7,5176.42,5322.09,45537,24,4,4,0.72,0,2
87.32,2612.26,109712.35,17.63,2183.57,2971.11,14276,36,3,6,0.46,0,2
35.52,3551.69,5244334.87,1.66,259.95,6215.83,2162,48,1,8,0.05,0,0
96.44,5159.31,33791.94,13.07,4907.28,5433.1,21843,36,4,9,0.35,0,2
10.53,2200.12,3874737.95,6.35,338.04,5873.06,2881,24,1,12,0.11,0,0
78.88,2230.19,221845.55,26.6,1681.54,2739.68,23387,48,3,7,0.87,0,2
92.29,4912.64,143391.3,9.95,4314.27,5481.61,15831,36,4,10,0.27,0,2
32.29,2095.42,2013178.75,6.26,516.5,4251.69,3786,36,1,9,0.15,0,1
93.79,4971.28,95283.82,24.13,4482.2,5315.01,60583,60,4,5,1.02,0,2
30.06,3622.19,6418099.64,5.44,369.03,6906.21,8475,60,1,7,0.19,0,1
40.68,3161.96,3518200.31,32.93,360.34,6390.12,30898,36,2,7,0.81,0,1
94.3,5172.81,86879.6,11.72,4588.38,5617.95,19638,36,4,12,0.32,0,2
14.43,1664.07,2027411.19,91.84,300.0,4730.58,17021,12,1,12,0.85,0,0
91.15,5055.32,200354.24,17.94,4485.19,5813.24,20260,24,4,9,0.33,0,2
62.02,2434.84,855056.11,48.93,689.37,3749.84,24572,24,1,7,0.84,0,1
93.12,4933.81,115210.96,13.77,4289.76,5394.22,22008,36,4,9,0.37,0,2
31.04,2895.89,3987873.57,20.07,404.36,6506.39,21264,48,1,10,0.61,0,1
71.03,2473.53,513612.35,20.26,711.38,3285.92,19757,48,3,9,0.67,0,2
41.43,3024.52,3138105.74,99.31,300.0,5935.52,33630,12,2,10,0.93,0,0
42.12,2691.9,2427585.32,6.53,300.0,4849.58,6315,48,1,11,0.2,0,1
79.75,2354.42,227260.61,29.16,1696.31,3200.65,21276,36,3,9,0.75,0,2
65.69,3452.05,1402742.99,17.27,2074.51,5646.83,17201,36,1,10,0.42,0,2
34.9,2468.75,2583050.19,26.38,300.0,5982.45,23400,48,1,12,0.79,0,0
41.98,2216.12,1653386.95,57.56,300.0,3037.14,14133,12,1,4,0.53,0,0
85.24,2879.99,180703.8,36.97,2437.38,3565.29,33000,36,3,5,0.95,0,1
78.72,2403.01,261505.15,26.51,1453.8,2987.97,7247,12,3,7,0.25,0,2
18.0,3936.99,10422057.5,18.92,459.28,7734.83,21792,36,1,4,0.46,0,0
95.86,4831.61,39922.65,4.58,4612.72,5004.2,9236,48,4,3,0.16,0,2
89.75,5013.98,264307.77,15.43,4317.61,5935.3,39082,60,4,9,0.65,0,2
94.62,5008.64,72610.45,22.67,4663.77,5506.26,57354,60,4,8,0.95,0,2
80.3,2479.05,238400.97,39.12,1901.84,3271.83,30059,36,3,8,1.01,0,2
59.16,2013.0,675989.47,40.78,284.01,2919.37,25442,36,3,7,1.05,0,1
92.26,4911.72,144513.09,21.61,4424.8,5317.02,53608,60,4,6,0.91,0,2
27.21,2640.41,3693702.45,12.96,327.0,5529.66,7060,24,1,7,0.22,0,1
8.48,2455.9,5051710.73,17.02,406.53,6967.27,15298,48,1,11,0.52,0,0
47.1,3145.89,2769196.94,26.75,408.19,5073.18,17700,24,2,6,0.47,0,1
94.07,5070.72,90519.21,30.84,4683.59,5590.08,34933,24,4,11,0.57,0,2
44.61,2410.0,1782088.71,38.5,300.0,4412.83,19135,24,1,12,0.66,0,0
95.3,4926.4,53537.89,46.06,4785.35,5336.45,73492,36,4,5,1.24,0,1
0.0,1500.26,4364762.33,74.5,269.84,3912.5,12448,12,1,3,0.69,0,0
